text,label
['daughter hitting me know i cant hit her back me believing in equality'],3
['keep flirt with me i will find you and i will fuck you'],3
['pick the serenity of peacockitmakesyouasselfpainkiller'],3
['coolest word of advice if you hit this sign you bequeath hit that bridge circuit'],3
['i feel same the big bad skirt chaser looking for the short pig'],2
['when she finally agrees for a prospicient thrust simply petrol price crosses laughing crying'],1
virat kohli becomes first player to score  runs in ipl history he also completed  half century virat king kohli,0
['when you all are laughing at a double meaning jest but one of your friends likeisme kya odd hkaafi shareef family southeast belong karta hai'],1
chakka hu vs mard hu  vote you and  others,0
['prelude pinned by peepoye jasmine nehra hithesha was my room mate for most years in bangalore she used to take free pizza pie from dominos an pizza hut in the past as well i have picture with her and i commonwealth that its her behaviour to take free food and ill treatment'],3
['thats why i didnt smack you back i learned a recollective ago never to wrestle with a pigyou get dirtyand besidethe sloven likes it'],2
['kill the jews and muslims for follow antiwhite'],3
['girls gonna take moving picture similar this and still hate on each former'],2
['i require livid people and aspirins out of this country wherefore because they are white and they make'],3
['if you could kick an obama in the nut which would it be'],3
['you just conk full goat fucker never go full capricorn fucker'],2
['juan gladden borja the laughing guy cable has passed away at the geezerhood of you made united states laugh though we couldnt understand what you were saying blood king'],1
dear diary today op was a faggot,0
['pine tree state yes in we suffered a global chrisis grandkids did you help pine tree state indeedi made joke abou information technology on the internet'],1
['i cant down the terrorists theyre all my relative'],3
doctors made a  print of an ultrasound for an expecting mother who is blind,0
exam invigilator expectation reality,0
 years ago vs now,0
['now a days native american people comprise likearldjafar you give boyfriendsdesifunnyguy kuch smjh nickel alcoholics anonymous raha jio hae isliye dekh raha hu michaelsngki hello how are you'],1
['chief curve bone spurs aka donald trump proving you dont have to be inadequate to be blank scrap'],3
meri power ko mar bhul tu mujhe yaad rakhne ki jrurat nahin,0
"[""i have ne'er been afraid of ghists and horro movies but this shit used to scare away pine tree state similar hell""]",3
['it might look fucked up simply her handjobs be fucking unbelievable'],1
your time is gone my friend unsupported year set on the phone the application can only handle years from  to ,0
lets erect a memorial to all the americans murdered by an illegal alien make it  miles long  feet tall and put it on the southern border,0
that look you give when you got your fix but not your kids,0
['the villain iodine will destroy the world the submarine where you gonna live and so the villain'],3
best feeling in the world seeing our crush dressed in black transparent saree,0
['now a days indian people be likearldjafar you make boyfriendsdesifunnyguy kuch smjh ni associate in arts raha jio hae isliye dekh raha hu michaelsngki hello how are you'],1
biggest dream,0
['oh hes use you for sex plosive bitching sex activity be awesome complain when he using you for washables or a human shield'],1
india is on next level bitcoin premium quality sortex clean wheat ig ghantaa,0
['thoughtsindveng hit the flat coat punishing than the bloke atomic number 2 punched international that bar'],3
['wnen youre walking home and come across a naked clay i shouldnt'],1
['buckle astir sugar tits stimulate im about to take you to pound town in the fuck hand truck'],1
dilli in summers dilli in winters scoopwhoopcom,0
 year old shivangi spends  hours everyday on an app called memechatwhere she just makes memes on current affairs iplnews  she earned  last   balance memechat has helped me collect a handful of pocket money to cover my daily and education expensessays shivangidigital india indeed,0
['what part of i didnt find shit liberalist set you not sympathize'],1
['gentle giantikunaal if abhishek wasnt bachchanabhishek bachchan juniorbachchan replying toikunaal hahahahafunnybut still better looking than you'],1
['if you could recoil an obama in the nuts which would it constitute'],3
['iss baar ipl pakka rcb jeetegi neeche kya dekh rahe ho joke up hi khatam holmium gaya'],1
['weree just hither to blow you stupid british people e up let the states in your country'],2
['couples after taking niche seats in threatres'],3
['thats ignominious people for ya what did you have a bun in the oven'],2
['show me your bare raw ankles you dirty whore'],1
oh youre tired of my antireligion posts why dont you pray for me to stop,0
['its not stupid if information technology work'],2
['hes still type atomic number 2 must be writing a book … where the fuck represent that emoji'],1
['prelude pinned by peepoye jasmine nehra hithesha be my elbow room mate for almost years in bangalore she used to deal free pizza from dominos an pizza hut in the past as well i have characterisation with her and ane state that its her behaviour to pack free food for thought and abuse'],3
['deport the caprine animal fornicators fukislam'],2
['madarchod motivation chaiye toh books pdh meri photo ki q maa chodra hai'],2
['during sexual activity i suddenly stopped and didnt move she what are you doing pine tree state hush bitch i go steady this on pornhub information technology called buffering'],1
beauty of maharashtra rajmachi waterfallspune,0
['if you could kick an obama in the nuts which would information technology be'],3
['jokesmelon when you be in last class of engineering but cant fix home appliances parents iss lallu laal pe to bina matlab hi paise waste kr rahe hei'],1
['dogs are so stupid lol tap pat later john qi maakichootbehenkaloda mujhe stupid kehta hai khud toh kabhi ek ladki nahi pta skaa'],2
['keep flirting with maine i will find you and i will fuck you'],3
me looking at the guy who staring at my crush while singing national anthem in school prayer,0
['when you seem at your check stub and see how much federal and state took you raggedy crab'],2
['gripe please go backward to england'],2
['this pork is so raw it ramadan metre muslims worship swinish'],2
['one sense like the big uncollectible wolf looking for the little pigs'],2
how i sleep knowing im going to hell in every religion,0
['virat no users find viratkohli reciprocal followers suggested rohi rohit sharma follow meantime viratsaala jalta hain mujhse'],3
['i swear some people were conceived done anal retentive sexuality because theres no way being that a great deal of an asshole be natural'],1
what girls think we need from them but what we actually need chl be  ldkiya shi sochti he,0
['ask that dumb ass question again and ill head teacher out'],3
['we can shoot down as many as we need and your stupid politics keeps bring us in'],3
where does it hurt headache stomach ache paying college fee  for access to free info found on google,0
['im a elementary man i see booty i bump off same'],3
['thoughtsindveng hit the ground harder than the cuss helium punch outside that bar'],3
['how many screwing accounts do you assholes have'],1
